#Parameters = {L=3.4285714285714; c=300000000; f=12.5; g=0.48; lam=24; r=0.24}
#"Frequency / GHz"	"S1,1[1,0],[12.5] (2) [Magnitude]"
#----------------------------------------------------
1.0000000000000	0.99579869340543
1.0240000486374	0.99597546767092
1.0479999780655	0.99615111896816
1.0720000267029	0.99632554480533
1.0959999561310	0.99649846292523
1.1200000047684	0.99666953239335
1.1440000534058	0.99683852914023
1.1679999828339	0.99700523004407
1.1920000314713	0.99716947014438
1.2159999608994	0.99733072611480
1.2400000095367	0.99748907063658
1.2640000581741	0.99764427723092
1.2879999876022	0.99779576032629
1.3120000362396	0.99794359098460
1.3359999656677	0.99808771822335
1.3600000143051	0.99822761455735
1.3839999437332	0.99836316882095
1.4079999923706	0.99849438734191
1.4320000410080	0.99862103742735
1.4559999704361	0.99874270728140
1.4800000190735	0.99885945931093
1.5039999485016	0.99897117851635
1.5279999971390	0.99907756746179
1.5520000457764	0.99917856785659
1.5759999752045	0.99927423889163
1.6000000238419	0.99936422145115
1.6239999532700	0.99944851307052
1.6480000019073	0.99952699114759
1.6720000505447	0.99959965119934
1.6959999799728	0.99966636815537
1.7200000286102	0.99972719493261
1.7439999580383	0.99978188531367
1.7680000066757	0.99983049073284
1.7920000553131	0.99987312070582
1.8159999847412	0.99990952518723
1.8400000333786	0.99993987257466
1.8639999628067	0.99996397056502
1.8880000114441	0.99998210530244
1.9119999408722	0.99999408201079
1.9359999895096	0.99999994574812
1.9600000381470	0.99999997950962
1.9839999675751	0.99999380868656
2.0079998970032	0.99998189171590
2.0320000648499	0.99996409412028
2.0559999942780	0.99994063303972
2.0799999237061	0.99991125227464
2.1040000915527	0.99987641090557
2.1280000209808	0.99983620551460
2.1519999504089	0.99979043911730
2.1760001182556	0.99973950601223
2.2000000476837	0.99968350595855
2.2239999771118	0.99962229918750
2.2479999065399	0.99955639878632
2.2720000743866	0.99948578718746
2.2960000038147	0.99941067781571
2.3199999332428	0.99933099127276
2.3440001010895	0.99924706340876
2.3680000305176	0.99915923008694
2.3919999599457	0.99906735346398
2.4159998893738	0.99897176905679
2.4400000572205	0.99887257433927
2.4639999866486	0.99877016847075
2.4879999160767	0.99866459140698
2.5120000839233	0.99855588208717
2.5360000133514	0.99844455870552
2.5599999427795	0.99833042699366
2.5840001106262	0.99821400257289
2.6080000400543	0.99809551178652
2.6319999694824	0.99797493148815
2.6559998989105	0.99785255067636
2.6800000667572	0.99772871048477
2.7039999961853	0.99760345604345
2.7279999256134	0.99747707561920
2.7520000934601	0.99734961360293
2.7760000228882	0.99722147842379
2.7999999523163	0.99709277756753
2.8239998817444	0.99696380335635
2.8480000495911	0.99683461121238
2.8719999790192	0.99670542839710
2.8959999084473	0.99657657074594
2.9200000762939	0.99644816727979
2.9440000057220	0.99632030714639
2.9679999351501	0.99619335724454
2.9920001029968	0.99606748659674
3.0160000324249	0.99594274061963
3.0399999618530	0.99581935613173
3.0639998912811	0.99569751768080
3.0880000591278	0.99557740691968
3.1119999885559	0.99545920502337
3.1359999179840	0.99534298023223
3.1600000858307	0.99522903554844
3.1840000152588	0.99511732002231
3.2079999446869	0.99500825938801
3.2320001125336	0.99490168528578
3.2560000419617	0.99479790868620
3.2799999713898	0.99469706087490
3.3039999008179	0.99459915261105
3.3280000686646	0.99450437896885
3.3519999980927	0.99441287553246
3.3759999275208	0.99432471563173
3.4000000953674	0.99423998049905
3.4240000247955	0.99415880466818
3.4479999542236	0.99408114670934
3.4719998836517	0.99400720699584
3.4960000514984	0.99393689091943
3.5199999809265	0.99387045352751
3.5439999103546	0.99380791772793
3.5680000782013	0.99374924989446
3.5920000076294	0.99369453138359
3.6159999370575	0.99364372985585
3.6400001049042	0.99359692590331
3.6640000343323	0.99355414949432
3.6879999637604	0.99351542532055
3.7119998931885	0.99348077864888
3.7360000610352	0.99345017829430
3.7599999904633	0.99342353467993
3.7839999198914	0.99340099301697
3.8080000877380	0.99338234691422
3.8320000171661	0.99336773657737
3.8559999465942	0.99335702210728
3.8800001144409	0.99335016780826
3.9040000438690	0.99334714267777
3.9279999732971	0.99334797740713
3.9519999027252	0.99335252418336
3.9760000705719	0.99336074950015
4.0000000000000	0.99337262898159
4.0240001678467	0.99338789003304
4.0479998588562	0.99340668640837
4.0720000267029	0.99342874221716
4.0960001945496	0.99345415335253
4.1199998855591	0.99348282620200
4.1440000534058	0.99351443188068
4.1680002212524	0.99354912019597
4.1919999122620	0.99358662452029
4.2160000801086	0.99362690534590
4.2399997711182	0.99366982167543
4.2639999389648	0.99371526908342
4.2880001068115	0.99376310990109
4.3119997978210	0.99381330168835
4.3359999656677	0.99386551021848
4.3600001335144	0.99391983251233
4.3839998245239	0.99397598942735
4.4079999923706	0.99403393507176
4.4320001602173	0.99409353475292
4.4559998512268	0.99415467967268
4.4800000190735	0.99421709675030
4.5040001869202	0.99428067997029
4.5279998779297	0.99434540671757
4.5520000457764	0.99441111029504
4.5760002136230	0.99447751149428
4.5999999046326	0.99454469393212
4.6240000724792	0.99461219012919
4.6479997634888	0.99468025782510
4.6719999313354	0.99474838623414
4.6960000991821	0.99481670083022
4.7199997901917	0.99488491591904
4.7439999580383	0.99495293751519
4.7680001258850	0.99502064862013
4.7919998168945	0.99508795032367
4.8159999847412	0.99515460035319
4.8400001525879	0.99522039047585
4.8639998435974	0.99528543831945
4.8880000114441	0.99534956795487
4.9120001792908	0.99541250216126
4.9359998703003	0.99547417960179
4.9600000381470	0.99553448547303
4.9840002059937	0.99559331030675
5.0079998970032	0.99565059497759
5.0320000648499	0.99570610164685
5.0560002326965	0.99575984044322
5.0799999237061	0.99581162068101
5.1040000915527	0.99586134625798
5.1279997825623	0.99590904330271
5.1519999504089	0.99595443694618
5.1760001182556	0.99599746386782
5.1999998092651	0.99603822441448
5.2239999771118	0.99607637639759
5.2480001449585	0.99611207791554
5.2719998359680	0.99614503328733
5.2960000038147	0.99617529446404
5.3200001716614	0.99620285749727
5.3439998626709	0.99622740826439
5.3680000305176	0.99624936877594
5.3920001983643	0.99626811420719
5.4159998893738	0.99628389366770
5.4400000572205	0.99629668332477
5.4640002250671	0.99630636328638
5.4879999160767	0.99631279817390
5.5120000839233	0.99631627265963
5.5359997749329	0.99631641399212
5.5599999427795	0.99631346311726
5.5840001106262	0.99630715070552
5.6079998016357	0.99629765231507
5.6319999694824	0.99628495579028
5.6560001373291	0.99626891300288
5.6799998283386	0.99624971419439
5.7039999961853	0.99622708753220
5.7280001640320	0.99620131969091
5.7519998550415	0.99617227663842
5.7760000228882	0.99614012780945
5.8000001907349	0.99610456398557
5.8239998817444	0.99606603135437
5.8480000495911	0.99602418152219
5.8720002174377	0.99597927869436
5.8959999084473	0.99593131251040
5.9200000762939	0.99588022098992
5.9439997673035	0.99582615390243
5.9679999351501	0.99576928748617
5.9920001029968	0.99570937114181
6.0159997940063	0.99564650205883
6.0399999618530	0.99558097844043
6.0640001296997	0.99551259635654
6.0879998207092	0.99544159893229
6.1119999885559	0.99536802033123
6.1360001564026	0.99529179945697
6.1599998474121	0.99521310321513
