#Parameters = {Wa=0.24; La=12; BoxHeight=30.534351145038; BoxThickness=0.1; BoxWidth=72; L=5.089058524173; c=300000000; d=6; f=12.5; g=0.48; lam=24; r=0.24}
#"Frequency / GHz"	"E-Field (120 0 0)(Z) [1[1,0]+2[1,0],[12.5]] [Magnitude]"
#---------------------------------------------------------------------------
6.6160000000000	-51.950672559108
6.6400000000000	-51.824154531015
6.6640000000000	-51.697045936587
6.6880000000000	-51.569188604606
6.7120000000000	-51.440434868530
6.7360000000000	-51.310684050951
6.7600000000000	-51.179900705060
6.7840000000000	-51.048104206552
6.8080000000000	-50.915336709713
6.8320000000000	-50.781629104139
6.8560000000000	-50.646984866846
6.8800000000000	-50.511389929146
6.9040000000000	-50.374840551404
6.9280000000000	-50.237370734733
6.9520000000000	-50.099062028348
6.9760000000000	-49.960030362486
7.0000000000000	-49.820399029684
7.0240000000000	-49.680275088048
7.0480000000000	-49.539743524185
7.0720000000000	-49.398881788540
7.0960000000000	-49.257784395809
7.1200000000000	-49.116581169019
7.1440000000000	-48.975436902767
7.1680000000000	-48.834531775250
7.1920000000000	-48.694033409367
7.2160000000000	-48.554076032441
7.2400000000000	-48.414757269019
7.2640000000000	-48.276152131146
7.2880000000000	-48.138333647146
7.3120000000000	-48.001386354056
7.3360000000000	-47.865404175274
7.3600000000000	-47.730474386924
7.3840000000000	-47.596658010565
7.4080000000000	-47.463978851821
7.4320000000000	-47.332427668510
7.4560000000000	-47.201978400870
7.4800000000000	-47.072606000876
7.5040000000000	-46.944294602957
7.5280000000000	-46.817030872230
7.5520000000000	-46.690786443793
7.5760000000000	-46.565499842183
7.6000000000000	-46.441068329791
7.6240000000000	-46.317353980111
7.6480000000000	-46.194199849200
7.6720000000000	-46.071446589951
7.6960000000000	-45.948940441643
7.7200000000000	-45.826529623267
7.7440000000000	-45.704053808347
7.7680000000000	-45.581335778893
7.7920000000000	-45.458182898253
7.8160000000000	-45.334399758338
7.8400000000000	-45.209806247921
7.8640000000000	-45.084251772202
7.8880000000000	-44.957618536180
7.9120000000000	-44.829813235460
7.9360000000000	-44.700753148809
7.9600000000000	-44.570355446108
7.9840000000000	-44.438535943734
8.0080000000000	-44.305217354203
8.0320000000000	-44.170341226756
8.0560000000000	-44.033875838722
8.0800000000000	-43.895815297771
8.1040000000000	-43.756170976507
8.1280000000000	-43.614961342851
8.1520000000000	-43.472207198721
8.1760000000000	-43.327935814784
8.2000000000000	-43.182191766223
8.2240000000000	-43.035048011476
8.2480000000000	-42.886610498757
8.2720000000000	-42.737013369968
8.2960000000000	-42.586407216319
8.3200000000000	-42.434946505866
8.3440000000000	-42.282782131797
8.3680000000000	-42.130061344722
8.3920000000000	-41.976932576835
8.4160000000000	-41.823549805533
8.4400000000000	-41.670071789026
8.4640000000000	-41.516655129392
8.4880000000000	-41.363444295336
8.5120000000000	-41.210563849026
8.5360000000000	-41.058116927018
8.5600000000000	-40.906190352786
8.5840000000000	-40.754862909769
8.6080000000000	-40.604211598295
8.6320000000000	-40.454312074722
8.6560000000000	-40.305232978316
8.6800000000000	-40.157027310524
8.7040000000000	-40.009725399382
8.7280000000000	-39.863332575857
8.7520000000000	-39.717831530590
8.7760000000000	-39.573186436197
8.8000000000000	-39.429345074562
8.8240000000000	-39.286236842313
8.8480000000000	-39.143767526406
8.8720000000000	-39.001814234475
8.8960000000000	-38.860224293026
8.9200000000000	-38.718820045900
8.9440000000000	-38.577408452230
8.9680000000000	-38.435792014974
8.9920000000000	-38.293777231754
9.0160000000000	-38.151178552814
9.0400000000000	-38.007818578549
9.0640000000000	-37.863527231249
9.0880000000000	-37.718142724726
9.1120000000000	-37.571515392324
9.1360000000000	-37.423513025917
9.1600000000000	-37.274024894991
9.1840000000000	-37.122962001678
9.2080000000000	-36.970253136995
9.2320000000000	-36.815838678582
9.2560000000000	-36.659665349759
9.2800000000000	-36.501684585174
9.3040000000000	-36.341855107286
9.3280000000000	-36.180148067353
9.3520000000000	-36.016551971658
9.3760000000000	-35.851075185533
9.4000000000000	-35.683745607498
9.4240000000000	-35.514608935277
9.4480000000000	-35.343727656983
9.4720000000000	-35.171182103957
9.4960000000000	-34.997073170671
9.5200000000000	-34.821524781865
9.5440000000000	-34.644683843676
9.5680000000000	-34.466716468454
9.5920000000000	-34.287801062548
9.6160000000000	-34.108120330976
9.6400000000000	-33.927854545569
9.6640000000000	-33.747177444944
9.6880000000000	-33.566254544250
9.7120000000000	-33.385242407397
9.7360000000000	-33.204287265334
9.7600000000000	-33.023522258490
9.7840000000000	-32.843063900321
9.8080000000000	-32.663009240525
9.8320000000000	-32.483435100770
9.8560000000000	-32.304399742453
9.8800000000000	-32.125946037209
9.9040000000000	-31.948104426616
9.9280000000000	-31.770894132385
9.9520000000000	-31.594322083867
9.9760000000000	-31.418380256389
10.000000000000	-31.243042853883
10.024000000000	-31.068264639869
10.048000000000	-30.893980873087
10.072000000000	-30.720108304388
10.096000000000	-30.546546161380
10.120000000000	-30.373176288385
10.144000000000	-30.199862436388
10.168000000000	-30.026449571664
10.192000000000	-29.852764438568
10.216000000000	-29.678618238511
10.240000000000	-29.503811391360
10.264000000000	-29.328139451911
10.288000000000	-29.151398870042
10.312000000000	-28.973391597307
10.336000000000	-28.793928324888
10.360000000000	-28.612830894192
10.384000000000	-28.429934703443
10.408000000000	-28.245091606763
10.432000000000	-28.058173114510
10.456000000000	-27.869073116987
10.480000000000	-27.677709251994
10.504000000000	-27.484022491835
10.528000000000	-27.287975263052
10.552000000000	-27.089548991278
10.576000000000	-26.888742050997
10.600000000000	-26.685568667806
10.624000000000	-26.480058650186
10.648000000000	-26.272257324496
10.672000000000	-26.062224991290
10.696000000000	-25.850035606178
10.720000000000	-25.635774941395
10.744000000000	-25.419538846573
10.768000000000	-25.201432177386
10.792000000000	-24.981568541033
10.816000000000	-24.760070484413
10.840000000000	-24.537069442165
10.864000000000	-24.312704843378
10.888000000000	-24.087122183958
10.912000000000	-23.860470355004
10.936000000000	-23.632898797088
10.960000000000	-23.404554986463
10.984000000000	-23.175582424320
11.008000000000	-22.946118921503
11.032000000000	-22.716294785342
11.056000000000	-22.486230627497
11.080000000000	-22.256034841750
11.104000000000	-22.025801141648
11.128000000000	-21.795606695930
11.152000000000	-21.565511273565
11.176000000000	-21.335557491359
11.200000000000	-21.105771932348
11.224000000000	-20.876166750281
11.248000000000	-20.646741460693
11.272000000000	-20.417484866451
11.296000000000	-20.188377310474
11.320000000000	-19.959393538621
11.344000000000	-19.730506340319
11.368000000000	-19.501690887077
11.392000000000	-19.272929458402
11.416000000000	-19.044216164082
11.440000000000	-18.815561382227
11.464000000000	-18.586995863326
11.488000000000	-18.358574665896
11.512000000000	-18.130381169009
11.536000000000	-17.902531314181
11.560000000000	-17.675178025589
11.584000000000	-17.448515562054
11.608000000000	-17.222783470293
11.632000000000	-16.998269867315
11.656000000000	-16.775313925983
11.680000000000	-16.554307569975
11.704000000000	-16.335696416061
11.728000000000	-16.119979911412
11.752000000000	-15.907710454129
11.776000000000	-15.699491150213
11.800000000000	-15.495971830199
11.824000000000	-15.297843048866
11.848000000000	-15.105827982373
11.872000000000	-14.920672342620
11.896000000000	-14.743132579165
11.920000000000	-14.573962707706
11.944000000000	-14.413900114377
11.968000000000	-14.263650689683
11.992000000000	-14.123873691615
12.016000000000	-13.995166836013
12.040000000000	-13.878052232265
12.064000000000	-13.772963866000
12.088000000000	-13.680237322733
12.112000000000	-13.600102323452
12.136000000000	-13.532678423537
12.160000000000	-13.477973962975
12.184000000000	-13.435888112202
12.208000000000	-13.406215682040
12.232000000000	-13.388654273246
12.256000000000	-13.382813313037
12.280000000000	-13.388224525687
12.304000000000	-13.404353379110
12.328000000000	-13.430611028503
12.352000000000	-13.466366258144
12.376000000000	-13.510956936271
12.400000000000	-13.563700573263
12.424000000000	-13.623903713141
12.448000000000	-13.690870062871
12.472000000000	-13.763907421820
12.496000000000	-13.842333566124
12.520000000000	-13.925481249149
12.544000000000	-14.012702419266
12.568000000000	-14.103371680938
12.592000000000	-14.196888989602
12.616000000000	-14.292681603643
12.640000000000	-14.390205402878
12.664000000000	-14.488945771469
12.688000000000	-14.588418276890
12.712000000000	-14.688169326519
12.736000000000	-14.787776868786
12.760000000000	-14.886851085257
12.784000000000	-14.985034958355
12.808000000000	-15.082004628334
12.832000000000	-15.177469550004
12.856000000000	-15.271172558504
12.880000000000	-15.362889983649
12.904000000000	-15.452431882739
12.928000000000	-15.539642322403
12.952000000000	-15.624399507838
12.976000000000	-15.706615511092
13.000000000000	-15.786235421216
13.024000000000	-15.863235891943
13.048000000000	-15.937623212487
13.072000000000	-16.009431090824
13.096000000000	-16.078718285976
13.120000000000	-16.145566098215
13.144000000000	-16.210075613335
13.168000000000	-16.272364581287
13.192000000000	-16.332563912855
13.216000000000	-16.390813946986
13.240000000000	-16.447260776771
13.264000000000	-16.502052938828
13.288000000000	-16.555338651079
13.312000000000	-16.607263589202
13.336000000000	-16.657969028595
13.360000000000	-16.707590134037
13.384000000000	-16.756254269689
13.408000000000	-16.804079363092
13.432000000000	-16.851172481835
13.456000000000	-16.897628787169
13.480000000000	-16.943530906432
13.504000000000	-16.988948588157
13.528000000000	-17.033938381071
13.552000000000	-17.078543092735
13.576000000000	-17.122790937712
13.600000000000	-17.166694498203
13.624000000000	-17.210249774941
13.648000000000	-17.253435618759
13.672000000000	-17.296213702792
13.696000000000	-17.338529004768
13.720000000000	-17.380310635113
13.744000000000	-17.421472849338
13.768000000000	-17.461916215603
13.792000000000	-17.501529080558
13.816000000000	-17.540189569548
13.840000000000	-17.577768296532
13.864000000000	-17.614131762362
13.888000000000	-17.649146189630
13.912000000000	-17.682681405226
13.936000000000	-17.714614413252
13.960000000000	-17.744832478169
13.984000000000	-17.773235752493
14.008000000000	-17.799739606747
14.032000000000	-17.824276782296
14.056000000000	-17.846799323033
14.080000000000	-17.867280065092
14.104000000000	-17.885713401340
14.128000000000	-17.902115146711
14.152000000000	-17.916521562257
14.176000000000	-17.928987821590
14.200000000000	-17.939586294020
14.224000000000	-17.948404923544
14.248000000000	-17.955545761938
14.272000000000	-17.961123502138
14.296000000000	-17.965263781788
14.320000000000	-17.968101127717
14.344000000000	-17.969776621372
14.368000000000	-17.970435546480
14.392000000000	-17.970225314447
14.416000000000	-17.969293821999
14.440000000000	-17.967788160428
14.464000000000	-17.965853406845
14.488000000000	-17.963631199514
14.512000000000	-17.961257949659
14.536000000000	-17.958862781608
14.560000000000	-17.956565478989
14.584000000000	-17.954474737113
14.608000000000	-17.952686870619
14.632000000000	-17.951284895939
14.656000000000	-17.950337742766
14.680000000000	-17.949899350814
14.704000000000	-17.950007578983
14.728000000000	-17.950683091378
14.752000000000	-17.951928544580
14.776000000000	-17.953728383769
14.800000000000	-17.956049367997
14.824000000000	-17.958841695498
14.848000000000	-17.962040434477
14.872000000000	-17.965566979339
14.896000000000	-17.969330434161
14.920000000000	-17.973229059864
14.944000000000	-17.977152061115
14.968000000000	-17.980981941452
14.992000000000	-17.984597441363
15.016000000000	-17.987876816590
15.040000000000	-17.990701064424
15.064000000000	-17.992956753090
15.088000000000	-17.994538325057
15.112000000000	-17.995349999434
15.136000000000	-17.995307538145
15.160000000000	-17.994340082186
15.184000000000	-17.992392046234
15.208000000000	-17.989424820040
15.232000000000	-17.985417916974
15.256000000000	-17.980369308687
15.280000000000	-17.974294939636
15.304000000000	-17.967227679183
15.328000000000	-17.959216088091
15.352000000000	-17.950323283038
15.376000000000	-17.940625937970
15.400000000000	-17.930213216921
15.424000000000	-17.919185340218
15.448000000000	-17.907651602393
15.472000000000	-17.895727914836
15.496000000000	-17.883534183376
15.520000000000	-17.871191904596
15.544000000000	-17.858822227805
15.568000000000	-17.846544462619
15.592000000000	-17.834474774110
15.616000000000	-17.822724739955
15.640000000000	-17.811399585043
15.664000000000	-17.800596171029
15.688000000000	-17.790401040846
15.712000000000	-17.780888865146
15.736000000000	-17.772121479359
15.760000000000	-17.764147431296
15.784000000000	-17.757001742007
15.808000000000	-17.750705548984
15.832000000000	-17.745265472732
15.856000000000	-17.740672823962
15.880000000000	-17.736902984273
15.904000000000	-17.733915318797
15.928000000000	-17.731653798788
15.952000000000	-17.730048232685
15.976000000000	-17.729015792888
16.000000000000	-17.728462508487
16.024000000000	-17.728284580450
16.048000000000	-17.728369649985
16.072000000000	-17.728598341795
16.096000000000	-17.728846387862
16.120000000000	-17.728987413570
16.144000000000	-17.728896161964
16.168000000000	-17.728451721553
16.192000000000	-17.727540332072
16.216000000000	-17.726057564788
16.240000000000	-17.723909975696
16.264000000000	-17.721016529471
16.288000000000	-17.717310069933
16.312000000000	-17.712738885592
16.336000000000	-17.707268130332
16.360000000000	-17.700880694472
16.384000000000	-17.693577192899
16.408000000000	-17.685375014980
16.432000000000	-17.676306709271
16.456000000000	-17.666418164774
16.480000000000	-17.655766991510
16.504000000000	-17.644421235177
16.528000000000	-17.632458246757
16.552000000000	-17.619963356942
16.576000000000	-17.607028077471
16.600000000000	-17.593747818820
16.624000000000	-17.580219408902
16.648000000000	-17.566538836485
16.672000000000	-17.552799536740
16.696000000000	-17.539091244910
16.720000000000	-17.525499140579
16.744000000000	-17.512102871064
16.768000000000	-17.498975158543
16.792000000000	-17.486179992611
16.816000000000	-17.473770710660
16.840000000000	-17.461788394363
16.864000000000	-17.450260888545
16.888000000000	-17.439202455635
16.912000000000	-17.428613794153
16.936000000000	-17.418482047552
16.960000000000	-17.408780573503
16.984000000000	-17.399468546936
17.008000000000	-17.390490747451
17.032000000000	-17.381777960592
17.056000000000	-17.373248247024
17.080000000000	-17.364809000676
17.104000000000	-17.356359418829
17.128000000000	-17.347792917795
17.152000000000	-17.338999197343
17.176000000000	-17.329865980456
17.200000000000	-17.320280733850
17.224000000000	-17.310132736368
17.248000000000	-17.299315665038
17.272000000000	-17.287730528350
17.296000000000	-17.275288498979
17.320000000000	-17.261913154919
17.344000000000	-17.247541861199
17.368000000000	-17.232126385664
17.392000000000	-17.215633128900
17.416000000000	-17.198043391407
17.440000000000	-17.179353878434
17.464000000000	-17.159577293551
17.488000000000	-17.138742612704
17.512000000000	-17.116894623670
17.536000000000	-17.094092570880
17.560000000000	-17.070408112364
17.584000000000	-17.045923055212
17.608000000000	-17.020727333744
17.632000000000	-16.994917434091
17.656000000000	-16.968595109446
17.680000000000	-16.941865990690
17.704000000000	-16.914837722821
17.728000000000	-16.887617532809
17.752000000000	-16.860309491746
17.776000000000	-16.833011955748
17.800000000000	-16.805815619586
17.824000000000	-16.778802321428
17.848000000000	-16.752044371038
17.872000000000	-16.725603954625
17.896000000000	-16.699532227369
17.920000000000	-16.673868004244
17.944000000000	-16.648636321507
17.968000000000	-16.623847348244
17.992000000000	-16.599496055020
18.016000000000	-16.575562737126
18.040000000000	-16.552014127343
18.064000000000	-16.528804634201
18.088000000000	-16.505877326110
18.112000000000	-16.483164599830
18.136000000000	-16.460588832853
18.160000000000	-16.438063504295
18.184000000000	-16.415495160912
18.208000000000	-16.392786259920
18.232000000000	-16.369838535742
18.256000000000	-16.346556335804
18.280000000000	-16.322849466078
18.304000000000	-16.298635418745
18.328000000000	-16.273841220068
18.352000000000	-16.248405314066
18.376000000000	-16.222279778361
18.400000000000	-16.195432823703
18.424000000000	-16.167851168044
18.448000000000	-16.139541722351
18.472000000000	-16.110532180712
18.496000000000	-16.080870490041
18.520000000000	-16.050623567458
18.544000000000	-16.019875812195
18.568000000000	-15.988727826721
18.592000000000	-15.957295405991
18.616000000000	-15.925708493306
18.640000000000	-15.894109655003
18.664000000000	-15.862651782525
18.688000000000	-15.831495095068
18.712000000000	-15.800803869555
18.736000000000	-15.770743453886
18.760000000000	-15.741477944327
18.784000000000	-15.713168528887
18.808000000000	-15.685972136039
18.832000000000	-15.660039892649
18.856000000000	-15.635515062725
18.880000000000	-15.612530508292
18.904000000000	-15.591206066504
18.928000000000	-15.571646366160
18.952000000000	-15.553939437910
18.976000000000	-15.538156107470
19.000000000000	-15.524349817205
19.024000000000	-15.512556403712
19.048000000000	-15.502793540305
19.072000000000	-15.495059930316
19.096000000000	-15.489334690206
19.120000000000	-15.485577481375
19.144000000000	-15.483729760110
19.168000000000	-15.483717118464
19.192000000000	-15.485452307823
19.216000000000	-15.488838386259
19.240000000000	-15.493771591786
19.264000000000	-15.500143914894
19.288000000000	-15.507845698534
19.312000000000	-15.516768711554
19.336000000000	-15.526809939024
19.360000000000	-15.537875916019
19.384000000000	-15.549887037643
19.408000000000	-15.562781139515
19.432000000000	-15.576515849349
19.456000000000	-15.591069653431
19.480000000000	-15.606442055246
19.504000000000	-15.622653385262
19.528000000000	-15.639744655526
19.552000000000	-15.657777449609
19.576000000000	-15.676833448556
19.600000000000	-15.697013062440
19.624000000000	-15.718432858733
19.648000000000	-15.741221936728
19.672000000000	-15.765517830893
19.696000000000	-15.791462681547
19.720000000000	-15.819200191542
19.744000000000	-15.848873411564
19.768000000000	-15.880622932353
19.792000000000	-15.914584872290
19.816000000000	-15.950888238065
19.840000000000	-15.989651688471
19.864000000000	-16.030980176236
19.888000000000	-16.074962111526
19.912000000000	-16.121667474376
19.936000000000	-16.171146819129
19.960000000000	-16.223430641660
19.984000000000	-16.278528402104
20.008000000000	-16.336426732190
20.032000000000	-16.397086890864
20.056000000000	-16.460442072819
20.080000000000	-16.526395418776
20.104000000000	-16.594819384660
20.128000000000	-16.665556608268
20.152000000000	-16.738421866541
20.176000000000	-16.813204463930
20.200000000000	-16.889670584529
20.224000000000	-16.967565664755
20.248000000000	-17.046617378352
20.272000000000	-17.126540023639
20.296000000000	-17.207040797763
20.320000000000	-17.287827758377
20.344000000000	-17.368618567646
20.368000000000	-17.449148778601
20.392000000000	-17.529178654676
20.416000000000	-17.608498183229
20.440000000000	-17.686930667897
20.464000000000	-17.764335641023
20.488000000000	-17.840611622415
20.512000000000	-17.915698610710
20.536000000000	-17.989579547314
20.560000000000	-18.062279783025
20.584000000000	-18.133863995508
20.608000000000	-18.204430861522
20.632000000000	-18.274106607463
20.656000000000	-18.343038866128
20.680000000000	-18.411391862707
20.704000000000	-18.479343057672
20.728000000000	-18.547080500385
20.752000000000	-18.614799800476
20.776000000000	-18.682700000351
20.800000000000	-18.750978494720
20.824000000000	-18.819825955752
20.848000000000	-18.889422467813
20.872000000000	-18.959935567269
20.896000000000	-19.031519886972
20.920000000000	-19.104317194249
20.944000000000	-19.178455331147
20.968000000000	-19.254045108661
20.992000000000	-19.331175287492
21.016000000000	-19.409906788596
21.040000000000	-19.490267639042
21.064000000000	-19.572249666882
21.088000000000	-19.655806912749
21.112000000000	-19.740854766757
21.136000000000	-19.827268577462
21.160000000000	-19.914881127067
21.184000000000	-20.003479591008
21.208000000000	-20.092803695388
21.232000000000	-20.182547075932
21.256000000000	-20.272363083802
21.280000000000	-20.361874832055
21.304000000000	-20.450687904316
21.328000000000	-20.538403603905
21.352000000000	-20.624631184207
21.376000000000	-20.708998786721
21.400000000000	-20.791163985369
21.424000000000	-20.870825103576
21.448000000000	-20.947733590662
21.472000000000	-21.021706209584
21.496000000000	-21.092634565034
21.520000000000	-21.160489448242
21.544000000000	-21.225318793006
21.568000000000	-21.287240099435
21.592000000000	-21.346429875557
21.616000000000	-21.403113036534
21.640000000000	-21.457554104191
21.664000000000	-21.510050162419
21.688000000000	-21.560924010046
21.712000000000	-21.610515737257
21.736000000000	-21.659172153501
21.760000000000	-21.707235347061
21.784000000000	-21.755032966228
21.808000000000	-21.802872686708
21.832000000000	-21.851041727424
21.856000000000	-21.899810049851
21.880000000000	-21.949434278622
21.904000000000	-22.000159329782
21.928000000000	-22.052216255998
21.952000000000	-22.105817023628
21.976000000000	-22.161148528239
22.000000000000	-22.218368195188
22.024000000000	-22.277601985243
22.048000000000	-22.338943466247
22.072000000000	-22.402451169883
22.096000000000	-22.468141701191
22.120000000000	-22.535978015477
22.144000000000	-22.605854927495
22.168000000000	-22.677585823697
22.192000000000	-22.750894640615
22.216000000000	-22.825415390160
